name,location__city,location__neighborhood,LONG,LAT ,categories__001,categories__002,categories__003,bio__summary,bio__url,bio__birthdate,bio__deathdate,bio__yearsActiveStart,bio__yearsActiveEnd,youtube__clipExampleUrl
Convok,Bruxelles,,4.34134,50.846023,producer / dj,rapper,,"Convok is a Belgian rapper, producer from Bruxelles.",https://www.facebook.com/pg/Convok/about/,null,null,2006,null,https://www.youtube.com/embed/gi3Fl7Hl__g
RBL Posse,San Francisco,Hunters Point,-122.386128,37.740255,group,,,"RBL Posse (also known as Ruthless by Law) was a 1990s gangsta rap group from Hunters Point in San Francisco, California. The group is composed of Black C and Mr.Cee.",https://en.wikipedia.org/wiki/RBL_Posse,null,null,1991,2003,https://www.youtube.com/embed/fUplcTZsRtw
Ninho,Yerres,,2.483581,48.706067,rapper,,,"Ninho is a french rapper from Yerres, Essone.",https://genius.com/artists/Ninho,null,null,2013,null,https://www.youtube.com/embed/cse6bfsu-Eg
9 Zéro,Brussels,,4.338403,50.879674,group,,,9 zéro is a Belgian rap group from the West side of Brussels.,,null,null,2016,null,https://www.youtube.com/embed/-q2WNLc6OYc
Jumo Barjo,Bruxelles,Porte de Namur,4.362032,50.838182,group,,,Jumo Barjo is a Belgian group of two rappers from Porte De Namur.,,null,null,2017,null,https://www.youtube.com/embed/FNwuap1xDz4
Prince Waly,Montreuil,,2.457461,48.869443,rapper,,,"Prince Waly is a french rapper from Montreuil, Seine-Saint-Denis.",https://genius.com/artists/Prince-waly,1991-12-24T00:00:00.000Z,null,2015,null,https://www.youtube.com/watch?v=5nAWJpkUBMg
Yung Light,Thessaloniki,,22.941988,40.634343,rapper,,,"Christian Ioannidis aka ''Yung Light'' or ''Heartbreak Kid'' (born January 24, 1995) is a greek rapper and singer from Thessaloniki.",https://www.facebook.com/pg/OFFICIAL.YungLight/about/,1995-01-24T00:00:00.000Z,null,2012,null,https://www.youtube.com/embed/j6dBIuq-EuU
Keith Ape,Seoul,,126.940791,37.574814,rapper,,,"Dongheon Lee (이동헌; born December 25, 1993), known professionally as Keith Ape, is a South Korean hip hop recording artist from Seoul.",https://en.wikipedia.org/wiki/Keith_Ape,null,null,2012,null,https://www.youtube.com/embed/DPC9erC5WqU
Briggs,Shepparton,,145.4058,-36.395371,rapper,,,"Adam Briggs (born 28 August 1986), who performs as Briggs, is an  Australian rapper from Shepparton.",https://en.wikipedia.org/wiki/Briggs_(rapper),1986-08-28T00:00:00.000Z,null,2005,null,https://www.youtube.com/embed/uehivnJjaas
MBS,Hussein Dey,,3.100699,36.73697,group,,,"MBS, short for Le Micro Brise Le Silence (the microphone breaks the silence), is a rap group formed in 1988 in Algeria. They sing in Algerian and French. The group is composed of DEYMED, Red One, Yacine Ayad et DONQUISHOOT. ",https://en.wikipedia.org/wiki/MBS_(hip_hop),null,null,1993,null,https://www.youtube.com/embed/vjHBLNMrC2E
13 Block,Sevran,,2.533054,48.929103,group,,,"13 Block is a french Hip Hop group from Sevran,  Seine-Saint-Denis. The group is composed of DeTess, OldPee, Zefor, et Zed.",https://genius.com/artists/13-block,null,null,2014,null,https://www.youtube.com/embed/I0mlyOmzs4I
Yung Berg,Chicago,,-87.703015,41.81331,rapper,singer,,"Christian Ward (born September 9, 1985), better known as his stage names Yung Berg and Hitmaka, is an American rapper and singer.",https://en.wikipedia.org/wiki/Yung_Berg,1985-09-09T00:00:00.000Z,null,2001,null,https://www.youtube.com/embed/QF2KMl5q3jI
Philthy Rich,Oakland,,-122.15674,37.735113,rapper,,,"Philip ""Philthy Rich"" Beasley (born 1983) is an American rapper from Oakland, California.",https://en.wikipedia.org/wiki/Philthy_Rich,1983-01-30T00:00:00.000Z,null,2007,null,https://www.youtube.com/embed/uNqrBUlc9eQ
Playboi Carti,Fairburn,,-84.625007,33.556887,rapper,,,"Jordan Terrell Carter (born September 13, 1996), known professionally as Playboi Carti, is an American rapper, songwriter and model from Fairburn, Georgia.",https://en.wikipedia.org/wiki/Playboi_Carti,1996-09-13T00:00:00.000Z,null,2009,null,https://www.youtube.com/embed/oCveByMXd_0
Rob Stone,San Diego,,-117.159074,32.939272,rapper,,,"Jaylen Robinson (born January 25, 1995), known professionally as Rob Stone (stylized as Rob $tone), is an American hip hop recording artist from San Diego, California.",https://en.wikipedia.org/wiki/Rob_Stone_(rapper),1995-01-25T00:00:00.000Z,null,2014,null,https://www.youtube.com/embed/J7IMwop3RHs
Devlin,London,Dagenham,0.121572,51.541038,rapper,,,"James Devlin (born 7 May 1989), better known mononymously as Devlin, is an English rapper from Dagenham, London.",https://en.wikipedia.org/wiki/Devlin_(rapper),1989-05-07T00:00:00.000Z,null,2006,null,https://www.youtube.com/embed/C81FqB1zbQU
PNB Rock,Philadelphia,,-75.169965,39.94256,rapper,singer,,"Rakim Hasheem Allen (born December 9, 1991), better known by his stage name PnB Rock, is an American rapper and singer from Philadelphia, Pennsylvania.",https://en.wikipedia.org/wiki/PnB_Rock,1991-12-09T00:00:00.000Z,null,2014,null,https://www.youtube.com/embed/8Sczx0Xztd4
A Boogie wit da Hoodie,Bronx,Highbridge,-73.929188,40.837171,rapper,,,"Artist Julius Dubose (born December 6, 1995), better known by his stage name A Boogie wit da Hoodie (or simply A Boogie), is an American rapper, singer, and songwriter from the Bronx, New York.",https://en.wikipedia.org/wiki/A_Boogie_wit_da_Hoodie,1995-12-06T00:00:00.000Z,null,2016,null,https://www.youtube.com/embed/fUtlqtdn1Xo
Machine Gun Kelly,Cleveland,,-81.569683,41.472464,rapper,,,"Colson Baker (born April 22, 1990), better known by his stage names MGK and Machine Gun Kelly, is an American rapper and actor, from Cleveland, Ohio.",https://en.wikipedia.org/wiki/Machine_Gun_Kelly_%28rapper%29,1990-04-22T00:00:00.000Z,null,2006,null,https://www.youtube.com/embed/pKDABrZ418c
Valete,Lisbon,Benfica,-9.201699,38.752258,rapper,,,"Valete is a Portuguesehip hop artist named Keidje Lima from Benfica, Lisbon.",https://en.wikipedia.org/wiki/Valete,null,null,1997,null,https://www.youtube.com/embed/fQZ9qDS8RvY
Pouya,Miami,,-80.235234,25.793981,rapper,,,"Kevin Pouya, known simply as Pouya, is an American rapper from Miami.",https://genius.com/artists/Pouya,null,null,2012,null,https://www.youtube.com/embed/YMe8YHBLvD8
Rap Monster,Ilsan,,126.79004,37.668572,rapper,,,"Kim Nam-joon (born September 12, 1994), better known as Rap Monster, is a South Korean rapper, songwriter, and record producer.",https://en.wikipedia.org/wiki/Rap_Monster,1994-09-12T00:00:00.000Z,null,2013,null,https://www.youtube.com/embed/0XAxf8aFtL4
$uicideboy$,New Orleans,,-90.131997,29.953031,group,,,"The $uicideboy$ are a rap duo from New Orleans, Louisiana that consists of two members, $crim (Scott Arceneaux Jr.) and Ruby da Cherry (Aristos Petrou).",http://g59.wikia.com/wiki/Suicide_Boys,null,null,2014,null,https://www.youtube.com/embed/PuGQuLrDtGU
Famous Dex,Chicago,,-87.636214,41.77,rapper,,,"Dexter Gore, better known as Famous Dex, is a rapper from Chicago, Illinois. He was born on September 6, 1993. He went to Robeson High School, the same school as fellow Chicago rapper Lil Durk.",https://genius.com/artists/Famous-dex,1993-09-06T00:00:00.000Z,null,2015,null,https://www.youtube.com/embed/HSy122SCS4s
The Weeknd,Toronto,Scarborough,-79.23835,43.771708,singer,,,"The Weeknd (born Abel Makkonen Tesfaye; February 16, 1990) is a Canadian singer from Scarborough, Toronto (Ontario).",https://en.wikipedia.org/wiki/The_Weeknd,1990-02-16T00:00:00.000Z,null,2010,null,https://www.youtube.com/embed/34Na4j8AVgA
Bryson Tiller,Louisville,,-85.781185,38.173161,singer,,,"Bryson Djuan Tiller (born January 2, 1993), is an American R&B singer, rapper and songwriter. Born in Louisville, Kentucky.",https://en.wikipedia.org/wiki/Bryson_Tiller,1993-01-02T00:00:00.000Z,null,2011,null,https://www.youtube.com/embed/d7cVLE4SaN0
Logic,Gaithersburg,West Deer Park,-77.200791,39.129334,rapper,,,"Sir Robert Bryson Hall II (born January 22, 1990), known by his stage name Logic, is an American rapper from Gaithersburg, Maryland.",https://en.wikipedia.org/wiki/Logic_(musician),1990-01-22T00:00:00.000Z,null,2009,null,https://www.youtube.com/embed/eIGh4Nc1fAM
Jay Rock,Watts,Nickerson Gardens projects,-118.250017,33.934402,rapper,,,"Johnny Reed McKinzie, Jr., (born March 31, 1985), better known by his stage name Jay Rock, is an American hip hop recording artist from Watts, California. ",https://en.wikipedia.org/wiki/Jay_Rock,1985-03-31T00:00:00.000Z,null,2003,null,https://www.youtube.com/embed/fk10RoZV4fw
Biffty,Aulnay sous bois,,2.494209,48.923861,rapper,,,Biffty is a french rapper from Aulnay sous bois. He is a member of the Patapouf Gang.,https://genius.com/artists/Biffty,null,null,2015,null,https://www.youtube.com/embed/6idy7JSPDVg
Dae Dae,Atlanta,"Boulevard, Fourth Ward",-84.372125,33.757892,rapper,,,"Marquavis Goolsby (born July 29, 1992), better known by his stage name Dae Dae, is an American rapper from Atlanta, Georgia. He is known for his debut single ""Wat U Mean (Aye, Aye, Aye).""",https://en.wikipedia.org/wiki/Dae_Dae,1992-07-29T00:00:00.000Z,null,2015,null,https://www.youtube.com/embed/5-9Wi6hbgZ4
Djadja & Dinaz,Meaux,,2.888862,48.958451,group,,,Djadja & Dinaz is a French hip-hop duo from Meaux.,https://en.wikipedia.org/wiki/Djadja_%26_Dinaz,null,null,2014,null,https://www.youtube.com/embed/v2o3in-Aud0
Dyno,Yverdon-les-Bains,,6.632218,46.774592,rapper,,,"Dyno, is a rapper from Yverdon-les-bain, Switzerland. he is a member of the Hip Hop crew 274.",https://www.facebook.com/deuxseptquatre/,null,null,2015,null,https://www.youtube.com/embed/7WcBgKwvCj0
Little Simz,London,Islington,-0.101174,51.55267,rapper,singer,,"Simbiatu ""Simbi"" Ajikawo (born 23 February 1994), better known by her stage name Little Simz, is a British rapper, singer and actress from Islington, London.",https://en.wikipedia.org/wiki/Little_Simz,1994-02-23T00:00:00.000Z,null,2010,null,https://www.youtube.com/embed/44Zvdaa5eWc
Original Flow Mastaz,Neuchâtel,,6.917182,46.999944,group,,,"Original Flow Mastaz is a Hip Hop band from Neuchâtel formed by Akim, Le R', Seko and Askaine.\r\n",https://www.facebook.com/OriginalFlowMastaz/,null,null,2017,null,https://www.youtube.com/embed/iTJu8uDyJ8E
Lil Shaolin,Besançon,Planoise,5.96947,47.222121,rapper,,,"Lil Shaolin (born in 1990) is a French rapper from Planoise, Besançon.",http://fr.musique.wikia.com/wiki/Lil_Shaolin,null,null,2014,null,https://www.youtube.com/watch?v=PMe69PvEUVM
Marracash ,Milano,Barona,9.154857,45.437469,rapper,,,"Fabio Bartolo Rizzo, better known by his stage name Marracash, is an Italian rapper from Milano.",https://en.wikipedia.org/wiki/Marracash,null,null,2003,null,https://www.youtube.com/embed/hphD96nqP6g
Sobre,Caen,,-0.385134,49.190457,rapper,,,Sobre is a french rapper from Caen. He is a member of the 1treuk crew.,http://1treuk.com/sobre/,null,null,2005,null,https://www.youtube.com/embed/YagxKu4frMM
Kacem Wapalek,Lyon,,4.839238,45.745237,rapper,,,Kacem Wapalek is a french rapper from Lyon. He is a member of the Amasseurs de Mots (S.L.A.M.)  crew.,https://www.chantefrance.com/artist/4568059-kacem-wapalek/biographie,null,null,2009,null,https://www.youtube.com/embed/D19OwfGaNvE
Frenkie,Tuzla,,18.670719,44.536307,rapper,,,"Adnan Hamidović (born 31 May 1982), better known by his stage name Frenkie, is a Bosnian rapper from Tuzla. ",https://en.wikipedia.org/wiki/Frenkie,1982-05-31T00:00:00.000Z,null,1997,null,https://www.youtube.com/embed/FQkNsXjcQSk
Ice Top,Ulaanbaatar,,106.891649,47.906587,group,,,Ice Top is a Mongolian Hip Hop band from Ulaanbaatar.,https://www.facebook.com/pg/IceTopOfficial/about/?ref=page_internal,null,null,1996,null,https://www.youtube.com/embed/xjKw8A5zlzY
Mafia Trece,Paris,Triangle de Choisy,2.365793,48.821897,group,,,"The Mafia Trece is a French group from Paris, Bagneux and Ivry-sur-Seine. The group is composed by member of the bands Écho du Sud and Moovens'. ",https://fr.wikipedia.org/wiki/Mafia_Trece,null,null,1996,1999,https://www.youtube.com/watch?v=ZW1OP-Tp-NA
Lasco,Les Lilas,,2.414324,48.875823,rapper,,,"Lasco is a french rapper from Les Lilas, Seine Saint Denis. He is a member of the crew LTF (Les Tontons Flingueurs).",https://genius.com/artists/Lasco,null,null,2015,null,https://www.youtube.com/embed/R5RucRCCBc4
Kamelancien,Kremlin-Bicêtre,Cité des Martinets,2.348219,48.806989,rapper,,,"Kamel Jdayni Houari (born in Le Kremlin-Bicêtre on 13 May 1980) better known as Kamelancien later shortened into Kamelanc', is a francophone rapper of Moroccan origin. He grew up in Le Kremlin-Bicêtre, a town in the suburbs of Paris.",https://en.wikipedia.org/wiki/Kamelanc%27,1980-05-13T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/OIKKhbBfeK0
Russ,Roswell,,-84.354128,34.04598,producer / dj,rapper,,"Russ Vitale (born September 26, 1992), known by his stage name and mononym Russ, is an American hip hop recording artist, singer-songwriter and record producer from Roswell, Georgia.",https://en.wikipedia.org/wiki/Russ_(rapper),1992-09-26T00:00:00.000Z,null,2007,null,https://www.youtube.com/embed/oorK4RPgZ8Q
Taïpan,Thill,,5.908164,49.472725,rapper,,,"Taïpan is a french rapper from Thill, Meurthe et Moselle. He gained notoriety for is performance on Rap Contenders. He used to be a Bomayé Music artist, the Youssoupha's Label. ",http://fr.rap-contenders.wikia.com/wiki/Taipan,null,null,2004,null,https://www.youtube.com/embed/Elg-01NQz7s
Eloquence,Evry ,,2.440871,48.633044,rapper,,,"Eloquence is a french rapper from Evry, Esonne. ",,null,null,2003,null,https://www.youtube.com/embed/Ra637-CoIyE
Childish Gambino,Stone Mountain,,-84.173765,33.805348,producer / dj,rapper,singer,"Donald McKinley Glover (born September 25, 1983) is an American actor, writer, producer, comedian, rapper, singer, and songwriter from Stone Mountain, Georgia. As a recording artist, he usually performs under the stage name Childish Gambino.",https://en.wikipedia.org/wiki/Donald_Glover,1983-09-25T00:00:00.000Z,null,2002,null,https://www.youtube.com/embed/tG35R8F2j8k
Kalash,Fort-de-France,,-61.052733,14.608947,singer,,,"Kalash, whose real name is Kevin Valleray (born in June 12, 1988) is a French singer and rapper from Martinique.",https://en.wikipedia.org/wiki/Kalash_(rapper),1998-06-12T00:00:00.000Z,null,2003,null,https://www.youtube.com/embed/01Up1kPSyHQ
XXXTENTACION,Pompano Beach,,-80.140036,26.241269,rapper,singer,,"Jahseh Dwayne Onfroy (born January 23, 1998), known professionally as XXXTentacion is an American rapper, singer, and songwriter from Pompano Beach, Florida.",https://en.wikipedia.org/wiki/XXXTentacion,1998-01-23T00:00:00.000Z,null,2014,null,https://www.youtube.com/embed/qku2WZ7aRYw
Freeway,Philadelphia,,-75.141924,40.007635,rapper,,,"Leslie Edward Pridgen (born August 6, 1978), better known by his stage name Freeway, is an American hip hop recording artist from North Philadelphia, Pennsylvania. ",https://en.wikipedia.org/wiki/Freeway_(rapper),1978-08-06T00:00:00.000Z,null,2000,null,https://www.youtube.com/embed/XwKH-a_2e-g
Main Attrakionz,Oakland,,-122.265217,37.814641,group,,,"Main Attrakionz is an American hip hop duo from Oakland, California, composed of rappers Mondre M.A.N. (Damondre Grice) and Squadda B (Charles Glover).",https://en.wikipedia.org/wiki/Main_Attrakionz,null,null,2009,null,https://www.youtube.com/embed/UoKjrfi-s30
Young M.A,New York,Brooklyn,-73.941395,40.627293,rapper,,,"Young M.A (born Katorah Marrero) is an American rapper from New York,  Brooklyn.",https://en.wikipedia.org/wiki/Young_M.A,null,null,2012,null,https://www.youtube.com/embed/gVf_4Ns3qLU
Rejjie Snow ,Dublin,Glasnevin and Drumcondra,-6.266754,53.373572,rapper,,,"Alexander Anyaegbunam (born June 27, 1993), better known by his stage name Rejjie Snow, is an Irish rapper and record producer from Dublin. He is currently signed to 300 Entertainment.",https://en.wikipedia.org/wiki/Rejjie_Snow,1993-06-27T00:00:00.000Z,null,2012,null,https://www.youtube.com/embed/cVQ7uuVfMUE
Yvon Krevé,Montreal,,-73.616835,45.42492,rapper,,,"Henry Green-Dupré known by his stage names of Yvon Krevé and Von Von le Vet, is a French Canadian hip hop artist of Haitian origin.",https://en.wikipedia.org/wiki/Yvon_Krev%C3%A9,null,null,2000,null,https://www.youtube.com/embed/_UJQDPRwW2w
Sfera Ebbasta,Milano,,9.169834,45.501949,rapper,,,"Sfera Ebbasta, (born Gionata Boschetti, 7/12/1992) is a Italian rapper from Milan.",https://it.wikipedia.org/wiki/Sfera_Ebbasta,null,null,2013,null,https://www.youtube.com/embed/LD3twV19uAo
SP (Sans Pression),Montréal,Sherbrooke,-73.569515,45.520922,rapper,group,,"Sans Pression is a Québécois hip hop duo composed of Kamenga Mbikay, who performs under the name SP, and Ti-Kid aka Kamokain. . Sans Pression later became the solo project of SP. ",https://en.wikipedia.org/wiki/Sans_Pression,null,null,1997,null,https://www.youtube.com/embed/N7yN9bMpVtg
Siboy,Mulhouse,,7.308973,47.736289,rapper,,,Siboy is a French rapper from Mulhouse of Congolese origin (Brazzaville).\r\n\r\n,https://genius.com/artists/Siboy,null,null,2014,null,https://www.youtube.com/embed/o2NWPGl6aPo
Desiigner,Brooklyn,Bedford–Stuyvesant,-73.945766,40.688132,rapper,,,"Sidney Royel Selby III (born May 3, 1997), better known by his stage name Desiigner, is an American recording rapper from Brooklyn, New York.",https://en.wikipedia.org/wiki/Desiigner,null,null,2014,null,https://www.youtube.com/embed/E5ONTXHS2mM
The Doppelgangaz,Orange County,,-74.044964,41.482909,group,,,"The Doppelgangaz is an American Hip-Hop group from Orange County, New York consisting of rapper/producer Matter Ov Fact and rapper/producer EP. ",https://en.wikipedia.org/wiki/The_Doppelgangaz,null,null,2008,null,https://www.youtube.com/embed/kHN8LzYfXmg
Azizi Gibson,Los Angeles,,-118.283464,34.094063,rapper,,,"Azizi Gibson was born in Frankfurt, Germany, raised in Bangkok, Thailand and is currently based in Los Angeles, California.",https://genius.com/artists/Azizi-gibson,null,null,2011,null,https://www.youtube.com/embed/Rx2Ka5fUQbg
Flatbush Zombies,Brooklyn,Flatbush,-73.961491,40.639724,group,,,"Flatbush Zombies is an American hip hop group from the Flatbush section of Brooklyn, New York City, formed in 2010. The group is composed of rappers Meechy Darko, Zombie Juice and Erick Arc Elliott.",https://en.wikipedia.org/wiki/Flatbush_Zombies,null,null,2010,null,https://www.youtube.com/embed/kfzRXseSBIM
The Underachievers,Brooklyn,Flatbush,-73.965888,40.648732,group,,,"The Underachievers are an American hip hop duo from Flatbush, Brooklyn, New York. Formed in 2011, the duo is composed of rappers AKTHESAVIOR and Issa Gold. ",https://en.wikipedia.org/wiki/The_Underachievers,null,null,2011,null,https://www.youtube.com/embed/205K9Pim2oE
Guizmo,Paris,Villeneuve-la-Garenne,2.327838,48.938373,rapper,,,"Guizmo, born on January 21, 1991, is a French rapper from Villeneuve-la-Garenne. He was a member of the collective of rap l'Entourage.",https://genius.com/artists/Guizmo,null,null,2011,null,https://www.youtube.com/embed/RRbcymL1FXs
Isaiah Rashad, Chattanooga,,-85.282209,35.031956,rapper,,,"Isaiah Rashad McClain (born May 16, 1991), is an American hip hop recording artist and record producer from Chattanooga, Tennessee.",https://en.wikipedia.org/wiki/Isaiah_Rashad,1991-05-16T00:00:00.000Z,null,2009,null,https://www.youtube.com/embed/vUaqIoXGVV4
Less du neuf,Meudon,,2.237701,48.812169,group,,,"Less du Neuf was a french hiphop group from Meudon, Hauts-de-Seine. The group is composed of DJ Ol'Tenzano, Kimto, Vasquez and Jeap12.",https://fr.wikipedia.org/wiki/Less_du_Neuf,null,null,1994,2008,https://www.youtube.com/embed/7kS6MUoro_o
Freddie Gibbs,Gary,Eastside,-87.329498,41.598388,rapper,,,"Fredrick Tipton (born June 14, 1982), better known by his stage name Freddie Gibbs, is an American rapper from Gary, Indiana.",https://fr.wikipedia.org/wiki/Freddie_Gibbs,1982-06-14T00:00:00.000Z,null,2003,null,https://www.youtube.com/embed/vbxcPy1qJTU
S.Pri Noir,Paris,Fougères,2.410277,48.871915,rapper,,,"Malick Mendosa also known as S.Pri Noir is a French rapper from Paris, 20th. ",https://genius.com/artists/Spri-noir,null,null,2012,null,https://www.youtube.com/embed/qAGsAyEhURI
G-Side,Huntsville,,-86.6292852,34.7631064,group,,,"G-Side is an American hip hop duo from Huntsville, Alabama, consisting of ST 2 Lettaz (born Stephen Harris) and Yung Clova (born David Williams). ",https://en.wikipedia.org/wiki/G-Side,null,null,1999,2012,https://www.youtube.com/embed/1TyVtN1i-0U
Alpha Wann,Paris,14th,2.321774,48.831405,rapper,,,Alpha Oumar Wann also known as Alpha Wann is a french rapper from Paris (14th). he is a member of L'Entourage & 1995.,https://genius.com/artists/Alpha-wann,null,null,2008,null,https://www.youtube.com/embed/bhNOWImtFOw
Futur Krew,Saint Denis,Les Camélias,55.460367,-20.895031,group,,,"Futur Crew, (also knew has Futur Krew) is a french rap band from the  Camélias neighborhood Saint-Denis, La Réunion.",https://fr.wikipedia.org/wiki/Futur_Crew,null,null,1998,null,https://www.youtube.com/embed/K90FvASMdwQ
Droogz Brigade,Toulouse ,,1.458244,43.582029,group,,,"Droogz Brigade is french hiphop group from Toulouse. The group is composed by Sad Vicious, Staff l’instable, Al’tarba, Rhama le singe and Herken.",https://genius.com/artists/Droogz-brigade,null,null,2008,null,https://www.youtube.com/embed/e9UbNKuxzzk
Hugo TSR,Paris,La Chapelle,2.363621,48.891806,rapper,,,"Hugo TSR (previously know has Hugo Boss) is a french rappeur from La Chapelle,  Paris (18th). He is one of the member of the TSR Crew.",https://genius.com/artists/Hugo-boss-tsr,null,null,2005,null,https://www.youtube.com/embed/eviqX3QXd-s
Ixzo,Sevran,,2.524423,48.935611,rapper,,,Ixzo is a french rapper from Sevran. he is a member of the Tookie Prod.,,null,null,2014,null,https://www.youtube.com/embed/ClF7yTV94yI
Keny arkana,Marseille,,5.390296,43.309782,rapper,,,Keny Arkana is an Argentine-French rapper from Marseille who is active in the alter-globalization and civil disobedience movements.,https://en.wikipedia.org/wiki/Keny_Arkana,1982-12-20T00:00:00.000Z,null,1996,null,https://www.youtube.com/embed/ERYbBKffvz0
Expression Direkt,Mantes la jolie,,1.700346,48.996195,group,,,"Expression Direkt is a french hip hop group from Mantes-la-Jolie, Yvelines. The group is composed of Delta, Kertra, Le T.I.N. and Weedy.",https://fr.wikipedia.org/wiki/Expression_Direkt,null,null,1994,2012,https://www.youtube.com/embed/275JDOgDZTk
Alaclair Ensemble,Québec City,,-71.238712,46.799729,group,,,Alaclair Ensemble is a Canadian hip hop musical collective. The band's concept is based around an alternate history in which the Patriotes won the Lower Canada Rebellion of 1838.,https://en.wikipedia.org/wiki/Alaclair_Ensemble,null,null,2010,null,https://www.youtube.com/embed/ta3Qgxw_Dhw
Makala,Geneva,,6.155557,46.192091,rapper,,,Makala is a swiss rapper from Geneva. He is a member of SWK (SuperWakClique).,https://genius.com/artists/Makala,1993-03-07T00:00:00.000Z,null,2012,null,https://www.youtube.com/embed/MPXkEp_Zkt0
Lofti Double Kanon,Annaba ,La Colonne,7.75227,36.927022,rapper,,,"Lotfi Double Kanon, real name Lotfi Belamri (born 6/07/1974) is an Algerian rapper from Annaba. ",https://fr.wikipedia.org/wiki/Lotfi_Double_Kanon,1974-07-06T00:00:00.000Z,null,1994,null,https://www.youtube.com/watch?v=zukjirNWikI
Jazz Cartier,Toronto,,-79.384661,43.65811,rapper,,,"Jaye Adams (born March 19, 1993), better known by his stage name Jazz Cartier, is a Canadian hip hop recording artist from Toronto. He is best known for his mixtapes, Marauding in Paradise and Hotel Paranoia.",https://en.wikipedia.org/wiki/Jazz_Cartier,1993-03-19T00:00:00.000Z,null,2011,null,https://www.youtube.com/embed/FH_QApWnu-A
Jeff le Nerf,Grenoble,,5.707799,45.189542,rapper,,,"Jeff Le Nerf is a french rapper from Grenoble. He is a member of the crew Collal-Shit. In 2005 he join the label IV My People, released the ""Le Nerf à vif"" album, after what he continue is carrier has an independant artist.",https://fr.wikipedia.org/wiki/Jeff_Le_Nerf,1982-03-17T00:00:00.000Z,null,1997,null,https://www.youtube.com/embed/kSiLpodQTBQ
Josman,Vierzon,,2.068383,47.227969,producer / dj,rapper,,"Josman, also know as Jeezy Jeezy Baby (Born 28/10/1993) is a french rapper and producer from Vierzon.",https://genius.com/artists/Josman,1993-10-28T00:00:00.000Z,null,2014,null,https://www.youtube.com/embed/zrch0-zWBUI
Sam the Kid,Portugal,Marvila,-9.108901,38.742002,rapper,,,"Samuel Martins Torres Santiago Mira (born July 17, 1979), better known by his stage name Sam the Kid (STK), is a Portuguese rapper and producer from Lisbon, Portugal.",https://en.wikipedia.org/wiki/Sam_the_Kid,1979-07-17T00:00:00.000Z,null,1994,null,https://www.youtube.com/embed/rLuvAImjYMw
Georgio,Paris,18th,2.353752,48.887897,rapper,,,"Georges Édouard Nicolo know has Georgio (21/01/1993), is a french rapper from Paris (18th).",https://fr.wikipedia.org/wiki/Georgio,1993-01-21T00:00:00.000Z,null,2007,null,https://www.youtube.com/embed/GYvDYq3EG74
MoTrip,Aachen,Blücherplatz,6.102044,50.779529,rapper,,,"MoTrip (born March 7, 1988) is a German rapper of Lebanese origin from Aachen.",https://de.wikipedia.org/wiki/MoTrip,1988-03-07T00:00:00.000Z,null,2011,null,https://www.youtube.com/embed/0Nv63WxC7WM
L'or du commun,Bruxelles,Boisfort,4.418411,50.796134,group,,,"L'or du commun is a Belgian rap group from Bruxelles. The group is composed of Loxley, Primero et Swing.",https://genius.com/artists/Lor-du-commun,null,null,2013,null,https://www.youtube.com/embed/Ksb9-ns-_J4
Sido,Berlin,Märkische Viertel,13.354039,52.596998,rapper,,,"Paul Würdig (born 30 November 1980), better known as Sido, is a German rapper from Berlin. ",https://fr.wikipedia.org/wiki/Sido_(rappeur),1980-11-30T00:00:00.000Z,null,1997,null,https://www.youtube.com/embed/WsmXm_XSMug
Triplego,Montreuil,Croix de Chavaux,2.43644,48.857928,group,,,"TripleGo is a French duo from Montreuil, Seine-Saint-Denis, formed by Sanguee and MoMo Spazz.",https://genius.com/artists/Triplego,null,null,2013,null,https://www.youtube.com/embed/XKBzOt3zuuA
Lacraps,Montpellier,,3.86884,43.605666,rapper,,,Lacraps is a french mc from Montpellier. He is a member of the  Laclassic crew.,https://genius.com/artists/Lacraps,null,null,2013,null,https://www.youtube.com/embed/wKUCvtLURKU
C. Tangana,Madrid,,-3.717205,40.384346,rapper,,,"Antón Álvarez Alfaro, better known as C. Tangana is a rapper born in 1990 in Madrid. He is a member of the Agorazein group along with Sticky MA, Jerv. Agz., Fabianni and I-Ace. ",https://es.wikipedia.org/wiki/C._Tangana,1990-07-16T00:00:00.000Z,null,2006,null,https://www.youtube.com/embed/o7El-U2LZvI
Melan,Toulouse,,1.471291,43.577428,rapper,,,Melan is a French rapper from Toulouse. He is a member of the Omerta-Muzik crew.,https://genius.com/artists/Melan,null,null,2012,null,https://www.youtube.com/embed/yinAUyii33k
Furax Barbossa,Toulouse,,1.468201,43.631624,rapper,,,"Furax also know as Furax Barbarossa, is a french rapper from Toulouse. he was a member of the Polychrome 7 crew.",https://fr.wikipedia.org/wiki/Furax_%28rappeur%29,1979-02-04T00:00:00.000Z,null,2004,null,https://www.youtube.com/embed/z5Jlk82GEKg
Krisy,Bruxelles,,4.339205,50.847483,producer / dj,rapper,,Krisy (also know as De La Fuentes) is a Belgian  producer and rapper from Bruxelles.,https://genius.com/artists/Krisy,null,null,2010,null,https://www.youtube.com/embed/W4DpRQOWvU0
