Lyrics,Count
worry;,1
"K's,",1
Peas,1
you-turn,1
hots,1
"countin',",1
Distortion,1
unheard,1
Sherry,1
Tricked,1
medina's,1
"broke?,",1
cram,1
handy!,1
howlin',1
Whirling,1
Ferris,1
fruity,1
Knife,1
appetit,1
saying:,1
Man!,1
Indo',1
penis,1
pony,1
"sixty-trey,",1
Lite,1
tat),1
"postin',",1
MD,1
"carried,",1
"bored,",1
dere,1
Staxxx,1
Damani,1
Know!),1
before?,1
Er'time,1
time's,1
sound*},1
coughone,1
asphalt,1
"hoodrat,",1
"""what?,""",1
sumthin'...,1
telli,1
interjections,1
justify,1
"mayonnaise,",1
3-way,1
everything's,1
Cave,1
A.k,1
"weak,",1
motherf*ckers!,1
"backseat,",1
C-Style,1
y'knahmsayin?,1
analog,1
slums,1
culprit,1
"CC,",1
Mothers,1
"Fubu,",1
(chirrp),1
"pokin,",1
LiL',1
(Nor,1
grit,1
spoonful.,1
paper-hate,1
hunted,1
G-I,1
Cartier,1
muggin',1
"31st,",1
"brat,",1
Delta,1
Hitler,1
hate.,1
electrifying,1
holla),1
transgression,1
Brave,1
wild?,1
"""Batman!""",1
drill,1
[thought],1
two!,1
closin,1
Jekyll,1
(With,1
dominate,1
Brains,1
hun-g-ry,1
slime,1
cada,1
dismantled,1
"Pig,",1
dippin?,1
sensi-milla,1
"d'innocent,",1
GC,1
"drifting,",1
Swimin',1
"Coretta,",1
ho.,1
"cocke,",1
cuisine,1
squint,1
"laws,",1
proves,1
Wessyde!,1
"'Kiss,",1
get?),1
Shameka,1
flicking,1
prodigal,1
billin,1
jogging,1
Tells,1
ow!,1
"leaves,",1
"(Mmh,",1
foget,1
peace.,1
(Yeah.,1
learn.,1
hair?,1
above.,1
rememba,1
errywhere,1
deepest,1
tension,1
"(Pimpin',",1
"Crocs,",1
"out"")",1
"dubble,",1
summary,1
'Tona,1
Oil,1
we’ve,1
"Finna,",1
districts,1
pinch-hittin',1
wether,1
Don-na,1
"bih,",1
phoney),1
Evolve,1
overcome,1
Computer,1
"jewish,",1
M-U-T,1
rook,1
Read,1
36-24-36,1
sleeves,1
"flo',",1
Squabbled,1
HNC,1
"relentless,",1
piranhas,1
hid-ogg,1
Wrangler,1
"Anitta,",1
C-O-D,1
dual,1
Eigthy,1
ditch,1
Slapped,1
screws,1
Tereka,1
"gate,who's",1
recites,1
베이비,1
"100,000",1
unfoldin,1
Beirut,1
Wannabes,1
munches,1
pizzle!,1
Leapin,1
Beautiful,1
Aim,1
spoon,1
Mansions,1
massicre,1
kissin,1
"(""Hell",1
scatta',1
$hort's,1
"Vitton,",1
"Kimberley,",1
IV's,1
prance,1
"Backwood,",1
baby-moma's,1
"Midwest,",1
era,1
"Riding,",1
Laundro,1
MOTHERF*CKER,1
hood'll,1
freeze.Pa,1
bat.,1
pause?,1
(smile),1
leasy,1
"bangs,",1
bankrupt,1
(sumthin'),1
"homework,",1
a-changing,1
o'months,1
(Woah),1
Asked,1
squall,1
"large,",1
"vintage,",1
"Soopa-Doopa,",1
Gangstad,1
"Hennessey,",1
Finish,1
Cent:],1
"expert,",1
undertsand,1
"doin',",1
"Caddies,",1
Right...now,1
Dogz,1
scip,1
leg!,1
Doopa,1
Plies,1
doshia?,1
"missin,",1
"nineteen,",1
"suite,",1
"emcees,",1
"added,",1
"Shoot,",1
scriptures,1
"Dillin',",1
(shoopbop),1
apartheid,1
Demanding,1
sportin,1
meetings,1
(low),1
Tate,1
submarine,1
church-house,1
contender,1
(miss,1
misprint,1
king),1
"it',",1
sowed,1
Wonderin',1
yappin',1
"blasting,",1
checkmated,1
(Girl,1
leader.,1
Anxious,1
"Tray,",1
"cameltoe,",1
(Charlie,1
B-O-Z,1
annihilate,1
"mothaf***,",1
dizza,1
"Player,",1
'cha?,1
Proactive,1
"Diddy,",1
Hakeem,1
"strings,",1
"Gotti,",1
Elliot,1
Caking,1
lbc,1
"harlem,",1
"amazement,",1
aftermath,1
"dormant,",1
"Tanika,",1
officially,1
Phukkkin,1
sweets,1
"document,",1
[Yeah,1
"Nico,",1
everyday...,1
shoppin,1
purp',1
owm,1
Hol',1
Fleas,1
lb,1
BUSH69,1
feelin’,1
"provide,",1
Dinnub,1
pearl,1
"quo,",1
"datin',",1
(Ken,1
hoy,1
SoSoDef,1
"Jah,",1
within?,1
friend?,1
infrared,1
notcha,1
(Mac),1
l-i-m-i-to,1
Twice,1
"Tippin?,",1
"'lac""",1
1997,1
oz.,1
Realizie,1
enemy's,1
alright?,1
Harrassin',1
"fun!""",1
alright.,1
Notice,1
treaty,1
Spittin,1
thumb,1
O-E,1
"Eazy,""",1
freezyness,1
"Blacks,",1
(nah!),1
"digga-dee,",1
"Strip,",1
rape,1
VERSE:],1
"knowing,",1
"something"")",1
Quid,1
bumb,1
Topp,1
[murmur],1
attorneys,1
"horror,",1
"mint,",1
Monie,1
"infactuated,",1
begging,1
"charity,",1
[Protestor],1
OGDP,1
Sharp,1
"blazed,",1
Supreme,1
(feel,1
tendin,1
neighborhood's,1
slizzel,1
philoso-,1
ver,1
"rough,",1
nightrider,1
Sagging,1
crimping,1
"microphone,",1
saloon,1
troubles,1
trickin,1
brag:,1
"Wah,",1
Multiplied,1
AIDS,1
"Cuzz,",1
Rubba,1
clots,1
horsey,1
enta,1
"gracefully,",1
copycats,1
"quota,",1
(Guns,1
"mathematician,",1
"Infectious,",1
low-rollers,1
mortgage,1
brand-new,1
Milli,1
disposal,1
"12""",1
"1-9,",1
jamming,1
"Cartegena,",1
bilingual,1
pleas,1
"unforgettable,",1
(trippin'),1
Luck,1
(blastin',1
(Daddy!),1
knah'mean,1
"bees,",1
might've,1
"he's,",1
"mon,",1
j'suis,1
articulate,1
"self""",1
tec-9,1
Courvoisier,1
"killin,",1
SSL?,1
your'n,1
Slade,1
uhhhh!,1
Wait...,1
fata.,1
"daylight,",1
"heck,",1
"Leaf,",1
L-A-P-D,1
hook.,1
incense,1
fish),1
roundball,1
dawg?),1
kids.,1
untrainable,1
"millys,",1
outflowed,1
mother's,1
"scandalous,",1
sangin',1
dangle,1
dollar$,1
Wayne:],1
artificial,1
PETA,1
"slick,",1
moma,1
"chap,",1
"hootin',",1
cuentes,1
Toppa,1
cutting,1
cawy,1
windin,1
Filled,1
locc,1
"wooh,",1
Kong's,1
P-L-O,1
Kingsville,1
cockin,1
Doggie,1
Seakin,1
gizzin',1
"blowin""",1
(Que,1
weirdo,1
values,1
implicate,1
Breakin’,1
ft,1
[Tupac],1
S-T,1
two-timin,1
Doggies,1
Pinkie,1
drop),1
blockin',1
(Professional),1
shells?,1
"Watch,",1
Directing,1
playaz,1
C-Style],1
Spat,1
"luck,",1
Slept,1
Slanging,1
toetone,1
Kellz,1
delinquent.,1
daemons,1
"hello,",1
"arsonist,",1
Custom,1
violators,1
MAN!,1
alma,1
flow's,1
brands,1
satus,1
7-Up,1
(Granny!),1
chemistry,1
[CHORUS:],1
"forbidden,",1
dutchies,1
divas,1
24's,1
tossin,1
"now""",1
overlaps,1
Perhaps,1
volatile,1
Damani's,1
madres,1
Richard,1
"""Can",1
cabana,1
Donald.,1
hard?),1
Riders',1
refreshing,1
blowed;,1
Holla'in,1
Overcome,1
"conspiricies,",1
disability,1
'Deez,1
"Pros""",1
famished,1
"predicate,",1
"Conversation,",1
"""He's",1
"flashy,",1
expeditions,1
j'arrive,1
"phases,",1
trillion',1
"cordial,",1
+Dama-ja+,1
"third,",1
"digitals,",1
speaker-phone,1
"backslide,",1
"screamin',",1
Wop,1
"profits,",1
"girlfriend,",1
importantly,1
Chauffeur,1
proclimate,1
skimming,1
full-breaded,1
Whoopty-whoop,1
general:,1
saunas,1
Billion,1
trizzars,1
"Cookin',",1
106,1
"revive,",1
Lugers,1
Realla,1
story?),1
pitches,1
were),1
"basement,",1
"Mackin',",1
Dre!,1
"501's,",1
Snoop?),1
Lowrider,1
revealin,1
Inject,1
Harper,1
"sang,",1
the-the-doc,1
(right,1
jaw-jackin,1
now-a-days,1
(Valley),1
"Eighty-five,",1
Weezyana,1
du's,1
structure,1
on',1
Bouncin?,1
"ahead""",1
rye,1
shiatsu,1
"uh-uh,",1
[Ken,1
soulful,1
forbiddin',1
married?,1
queenie,1
fireman,1
"Surface,",1
"cot,",1
plently,1
Fashioned,1
adjustment,1
rugers,1
up],1
"(Chill,",1
"crazy""",1
fillin,1
"Stuff""",1
Po-Po,1
"furious,",1
Gunshots,1
flips,1
"stickin,",1
York.,1
(guess,1
"pity,",1
pleasure,1
Preach,1
rhymin,1
"(no,",1
folio,1
"shouldn't,",1
"bailing,",1
"get-go,",1
promising,1
How!,1
Surprise,1
no...,1
Plead,1
2]],1
strife,1
(uggh),1
backround,1
Pony,1
claps,1
kitty-kat,1
Temperatures,1
watermelon,1
noses,1
regarde,1
B),1
너를,1
retract,1
Side...,1
who've,1
escribe,1
opped,1
population,1
"eyed,",1
"Mirror,",1
Rich-ard,1
paper's,1
top!),1
towel,1
Rowin',1
"tru,",1
Cooper,1
"dranks,",1
Oh!!,1
crowding,1
Linda,1
ring],1
Maximas,1
squealing,1
halves,1
managed,1
"Olay,",1
"pot,",1
breads,1
zoning,1
juzi,1
jokin,1
(charge),1
"swagger,",1
Rza,1
"lucky,",1
salvation,1
turkeys,1
"loving,",1
"85,",1
"flower,",1
"legalize,",1
'doc,1
"Genuine,",1
"four-letter,",1
"tip-top,",1
see-walkin,1
‘Bout,1
n'est,1
Spiderweb,1
indecent,1
dollar.,1
"Bake,",1
jerry,1
touchin,1
"workout,",1
low-ridin's,1
"pursuit,",1
chirped,1
face:,1
Very,1
Bet',1
20/20,1
ain,1
모르겠다,1
"Terrific,",1
"brothers,",1
tickets,1
BI-YAI-ITCH!,1
man?),1
startup,1
woopty,1
"destiny,",1
"couch,",1
warm-up,1
payd,1
sessy,1
headroom,1
Shabba,1
spreadin,1
"Jerk,",1
niggas!,1
"seal,",1
dearly,1
bobby,1
[Outtro],1
gangin,1
Kardashian,1
amoretta,1
"faces,",1
"administer,",1
Leg,1
Blame,1
(Rebuke,1
clutches,1
meenie,1
"""allright""",1
viajando,1
champ?',1
flaggin',1
1979,1
"mundo,",1
misuse,1
fatiques,1
lynched),1
"baskets,",1
"Better,",1
charcoal,1
hr,1
JJ,1
boobies,1
Barker,1
rodando),1
old-school,1
"G-angsta,",1
receipt,1
hunt,1
lackin',1
(nephew),1
peeking,1
"mouths,",1
"vampire,",1
nice.,1
projected,1
"(hate),",1
"Dynamic,",1
q's,1
Nails,1
Whisperin,1
Shaquille,1
gathering,1
"Undeniable,",1
Fixing,1
"Beast,",1
tack,1
woofin,1
Cruisers,1
fourths,1
lactose,1
now?),1
"Meech,",1
"visual,",1
plotting,1
"commission,",1
faker,1
afternoon,1
screams,1
"Rachel,",1
(Ain't,1
"chill""",1
"Lance,",1
intertwined,1
Underestimatin,1
grace?,1
"All-Star,",1
"princess,""",1
skateboarded,1
Mais,1
Hundreds,1
Harvey,1
Telepathic,1
vacay,1
trynna,1
barely,1
에,1
(Ace,1
"Ricky,",1
Crush,1
"faddle,",1
"opportunist,",1
*talking*],1
Heather,1
"(lyin),",1
news?,1
setta,1
X-a-lotta,1
Bootny,1
"Regal,",1
"Meet,",1
figure?,1
"detoxin',",1
"bigger,",1
place.,1
"[daz,",1
skee-o,1
excalibur,1
(good-bye),1
cuida'o,1
flava,1
eyebrows,1
chandelier,1
Hermes,1
"di,",1
a-bizout,1
"flip-flop,",1
present,1
fashioned,1
Yah,1
Within,1
"Bentleys,",1
"""Reckless",1
Ahh-haaa,1
stun,1
Cholo,1
"unknowns,",1
mugging,1
back-slap,1
(Why),1
confusing,1
stewradess,1
Broadcasting,1
1)],1
appealin',1
(Beach),1
"loyal,",1
95%,1
Saten,1
eighties,1
"League,",1
gosta,1
"Jedi,",1
(Fake,1
p!,1
Stay?,1
"CD's,",1
disrespectin,1
refugee,1
house's,1
bouta,1
Juvenial,1
narrator,1
"Nay,the",1
jason,1
Buggsy,1
Silencer,1
oooooh,1
bologna,1
slowin',1
sprite.,1
Pussycat,1
"b****es,",1
victim.,1
"""Ya",1
paremedics,1
drunken,1
offered,1
"Kacey,",1
secondhand,1
Dumb-ass,1
"colonol,",1
"leash,",1
YEAH!,1
"benz,",1
"Brown,",1
surely,1
madness,1
faith),1
quicky,1
DIRT),1
who'll,1
Chi-na,1
"nonbelievers,",1
handcuffin,1
Lips,1
"tango,",1
tippin,1
beater,1
A-Rod,1
rack-et,1
won'ts,1
"burgundy,",1
ruled,1
mosley,1
juices,1
deceived,1
crackalackin',1
mizzic,1
"Kompressor,",1
slur,1
"Neck,",1
Darkness,1
OOOH,1
'tona,1
owner,1
(Sets,1
Supafly,1
'imp,1
Support,1
liner,1
could),1
roam),1
bubblin',1
째라,1
"any-f*cking-time,",1
this-,1
Invitin',1
gambled,1
"Lion,",1
'it,1
longing,1
Roc-A-Fella's,1
8-Sep,1
'CUT',1
t'en,1
"goldie,",1
rust,1
jog,1
yours),1
Jeans,1
(zoom),1
2-G,1
Iron,1
ferveu,1
posses,1
"it"",",1
Out!),1
"Marley's,",1
D-O?,1
"critical,",1
grand-daddy,1
perfection?,1
못,1
izzle,1
"woulda,",1
gush,1
biddles,1
factor,1
"plot,",1
slang-uage,1
to?',1
"bang-o,",1
accord,1
phoneys,1
"unstoppable,",1
Buddha),1
"reflection,",1
low-riders,1
definite,1
"hoodies,",1
deacons,1
"slut,",1
it)(bout,1
"(""And",1
ceremony,1
(kill),1
aujourd'hui?,1
"nimble,",1
"grape,",1
"clurr,",1
"""yeah!"",",1
6'4,1
develop,1
"bush,",1
"""Teatlet"",",1
nickel,1
UK,1
"T's,",1
DP's,1
Mexicans,1
Venised,1
counts,1
"Pistorius,",1
"poppin,",1
strangest,1
loony,1
{*echoes*},1
Whoo!,1
Yoppa,1
every-day,1
weep,1
schizophrenic,1
9.-9,1
Machine,1
marijuana,1
Cookies,1
(California,1
"Velveeta,",1
Lucc!,1
bathed,1
amateurs,1
lightning,1
pushy,1
joust,1
minutes.,1
Ladin,1
apple-bottom,1
Dieg's,1
[MP,1
hehehe,1
tooken,1
shirt's,1
oppressive,1
poop,1
Fakin',1
reparations,1
"Snapchat,",1
"humping,",1
"flawless,",1
Cornbread,1
Yosemite,1
BERZERK!),1
six-one,1
Jo,1
jingling,1
Quack,1
"Sakina,",1
rebuked,1
IDs,1
"dippin'"",",1
candlestick,1
"ill,",1
"Freeway,",1
suspion,1
fatest,1
sparklin',1
craniums,1
(Crip,1
"Hogan,",1
muzzle,1
Cabrini,1
[quiets],1
(purple,1
Caribe,1
relievin',1
"getcha,",1
"Street,",1
about.,1
slugs'll,1
Steel.,1
crack-a-lack,1
Sixty-five,1
slizzard,1
Sincerely,1
"edged,",1
"rum,",1
(Told,1
Pac',1
cue,1
(What),1
"voicemails,",1
rut,1
tray-deee,1
Hard-core,1
Convertible,1
ballin.,1
offed,1
pillow,1
Cadi',1
sangin,1
limpin,1
scorned,1
cares?},1
component,1
bangle-round,1
"Honeydew,",1
"""playing",1
aback,1
Pew,1
Mane,1
horror,1
(What'd,1
cherish,1
"Magnolia,",1
bogart,1
mackA,1
"certain,",1
crafts,1
"Bone,",1
checker,1
say...,1
"Frustration,",1
savvy,1
eardrums,1
Hoping,1
"romantic,",1
preach!!),1
Saints,1
tec,1
(smiling,1
Snapchat,1
Hooked,1
interviewing,1
[2Pac],1
Philly-Bompton,1
speechless,1
legend.,1
Timmy,1
pd,1
whoopty-whop,1
"cold-hearted,",1
Devil's,1
i'd,1
La-da-da-da-dahhh,1
homies...,1
"Bo,",1
tendencies,1
dishonor,1
Screwing,1
"froze,",1
Slaughterin,1
"fifty,",1
(Through,1
Marvel,1
bulgin',1
"nigga!),",1
Grow,1
bobbles,1
"battleground,",1
Crap,1
postal,1
handling,1
Lupy,1
"caper,",1
List,1
goods,1
V-I-P,1
'sona,1
spotted,1
Encore,1
neena,1
longs,1
doll,1
T.C's,1
"cork,",1
fixing,1
cement,1
hunger,1
(shit's,1
wastin,1
"gums,",1
"rillas,",1
bling-bling.,1
dolomite,1
"2-7,",1
(Ven,1
elevates,1
lap.,1
"Escalade,",1
Swish,1
rebeu,1
"ounce,",1
"1,2,3,",1
catalyst,1
Rican,1
flipper,1
Bold,1
(play-yi-yay),1
research,1
barbeque,1
C-murder,1
gimmie,1
"Niece,",1
recently,1
jewell,1
dice;,1
muscles,1
trooping,1
"gangbangin,",1
"applyin',",1
"lost,",1
louie,1
strach,1
Question:,1
nine-ninety,1
Heffner,1
Completely,1
niggas',1
Pootietang,1
war's,1
SA's,1
"get-up,",1
Biz-oss,1
"organic,",1
outlaws,1
Thousand,1
(something,1
thizzle,1
funky)(repeat),1
Lane,1
"seven-oh-seven,",1
Riders...,1
mims,1
vividly,1
"pilla,",1
"Pistol-whipped,",1
All-Star,1
collision,1
Jacksonville,1
sizzaw,1
Cheers,1
plotted,1
spliffs,1
leagues,1
still...,1
Popped,1
"locc,",1
viscious,1
duce,1
Seakin',1
sickness,1
4X*,1
Bacardi,1
water.,1
malone,1
645,1
D-P-G's,1
"hooks,",1
fam.,1
seventy-two,1
funk?,1
Frisbee,1
Chick,1
she’s,1
somebodies,1
Degree,1
AGB,1
HUF,1
lin,1
"Smuggling,",1
Delay,1
(killer,1
"jay,",1
Intro:Big,1
"truth?,",1
"showing,",1
"Wicked,",1
pender,1
lipstick,1
discrete,1
Genuine,1
"seems,",1
see'ed,1
MOMO's,1
boostin',1
Freestylin',1
;The,1
"higher,",1
Den,1
(grill),1
"herb""",1
"Bub,",1
Z),1
"knockin',",1
means?,1
Watchin,1
Couldnt,1
public.,1
chunks,1
G-a,1
replay,1
(enters,1
slimes,1
"fixin,",1
havn't,1
shead,1
Judas,1
"breakin,",1
"carpet,",1
(Never),1
"gang-bang,",1
toneladas!,1
Kind,1
prince,1
"Heyyy,",1
"Cindy,",1
wizzle,1
illustrate,1
tasty!,1
"Culkin,",1
O.N.E,1
(???).,1
automobile,1
Coca,1
Zoom,1
"Haiti,",1
limit!,1
)I,1
harmony,1
Antenna,1
raggety,1
rat-tat-tat-tat,1
Tadah!,1
enforcers,1
"gave,",1
enlight,1
"humps,",1
tail),1
lyric,1
Kent,1
"mafioso,",1
Diamonds?,1
Oh-oh-oh-oh,1
"Sally,",1
aids,1
loosely,1
and...,1
Grey!),1
Trayz,1
loudest,1
Sharon,1
"Mack-10,",1
"celebrate,new",1
[O.G.'s...,1
drugged,1
haan,1
"Perignon,",1
punked,1
twenty-five,1
"Benzino,",1
cultivatin',1
mistooken,1
supplying,1
Beth,1
"hairy,",1
carlos,1
inventers,1
(doctor),1
PHD.,1
(camoflauge),1
way's,1
whatcha'll,1
doggonnit,1
clone,1
"prisons,",1
posted',1
survived,1
Lincoln,1
to),1
"undefeated,",1
losers,1
nine's,1
hesitating,1
"Ready,",1
"intellect,",1
thang!),1
[laughing],1
"bound,",1
"Neptunes,",1
33,1
redbone,1
Preachers,1
shots*),1
"tinted,",1
point-to-train-to,1
"ask'em,",1
spotlight,1
Duckett,1
"you're,",1
"G-Wagon,",1
acapulco,1
Maine,1
arcade,1
"cohesive,",1
"Nuvo,",1
entered,1
greed,1
politickin,1
May),1
gifted,1
"drug,",1
"overcame,",1
"S.S.D.,",1
WORK),1
fifteenth,1
Creepin,1
Eastsidah,1
orignal,1
crucified,1
"I's,",1
RTLBC,1
voted,1
Protect,1
decoy,1
"person,",1
sustain,1
tripper,1
Bowen,1
quiver,1
"pardon,",1
'N,1
151,1
soda.,1
'MISTER',1
"cousins,",1
logos,1
sheriff,1
"cleverness,",1
â??round,1
Souldier,1
Watergate,1
"tricks,",1
Terrance,1
trial,1
edibles?,1
instrumental,1
persistence,1
Splash!,1
"major,bust",1
dragon,1
Claudine,1
Showtime,1
E-Y-E,1
phones,1
instructions,1
"faithful,",1
rida,1
please...you,1
sword,1
f*cken,1
nevertheless,1
"reflect,",1
"system,",1
image?,1
beyotch?,1
make-up's,1
FM,1
"gauges,",1
ohh!),1
Dude,1
"55""",1
(ATL,1
sixx,1
ery'thing,1
coughing,1
BACK,1
"AM,",1
"beasts,",1
"blastin,",1
window?,1
niggs,1
causin',1
"melodic,",1
Oink,1
$hort!,1
"d-o-g,",1
fide,1
jama,1
"observe,",1
tonight),1
"crossin',",1
swerved,1
TRICK,1
MVPs,1
Valley,1
"sound?,",1
"soil,",1
flyest,1
misread,1
"commas,",1
why'knahmsayin?,1
noodle,1
fire),1
department,1
strage,1
drizzeam,1
clubbin,1
hardough,1
"Dancin',",1
croocked,1
"distortion,",1
Reo],1
"superb,",1
demeanor,1
stay's,1
interference,1
(Hear,1
"Dawg,",1
"Audemar,",1
"diggin',",1
"summertime,",1
showbiz,1
"way,put",1
Payton,1
"bwoy,",1
ya's,1
"neph',",1
tout,1
wisely,1
"Bama,",1
Unoheal,1
"bye,",1
"grams,",1
brag?,1
"greetings,",1
',1
displeased,1
preview,1
African,1
privates,1
"basketball,",1
elected,1
Corvettes,1
Shank,1
morn's,1
pointing,1
Squeezin',1
nicely,1
IROC,1
"teasing,",1
handles,1
(defeated),1
Tools,1
labled,1
frontline,1
"taste!""",1
Backstage,1
indirectly!,1
what!,1
"campaign,",1
much?,1
expand,1
typical,1
promised),1
"no-no,",1
hassle,1
"""Murder""",1
"paranoia,",1
"any-f***ing-time,",1
bay-bay..,1
throw'em,1
(Mmm),1
Knocc,1
willows,1
khackis,1
Allen,1
k.l.,1
undressin',1
squatting,1
"A-T-L,",1
(stereo),1
puddy,1
"chips,jag",1
systematic,1
cub,1
"zucchinis,",1
Si,1
"squab,",1
S-N-O,1
"castles,",1
Dodo,1
"Bubblegum,",1
(mud,1
giv'em,1
Dre),1
"cookin',",1
Morgan,1
ooooh...,1
turntable,1
chinchillas,1
(what!),1
(Step,1
Wussup,1
baggies,1
Smarty,1
partnaz,1
Heart-ache,1
treats,1
End..,1
"cartoon,",1
OWW!,1
Toasting,1
jada,1
"""Lil'""",1
"""ahhhh!""",1
Akeem,1
stairway,1
Gospel,1
"Steamin,",1
"hehe,",1
vices,1
wagging,1
"(cheese),",1
rap-cord,1
Imperial,1
Webb,1
Vicente,1
double-o-p,1
"ours,",1
"Krs,",1
Lifetime,1
[Small,1
treachery,1
alize,1
hawk,1
Remix,1
Alwayz,1
"bullshitin',",1
"Michelob,",1
"Maddog,",1
anythang,1
turkish,1
sonando,1
smart.,1
"thang-thang,",1
bet'cha,1
"tasty,",1
croca's,1
spurs,1
C-H-I,1
clay,1
FAVORITE,1
"down"",",1
"hope,",1
"breast,",1
20's,1
"Dammit,",1
perfected,1
Time!,1
(Maybach,1
comforting,1
speaks,1
song?,1
common,1
"slaughter,",1
MOTHAF*CKAAZ!!,1
"peepholes,",1
That's',1
c's,1
"phone?""",1
everyhing,1
leafy,1
big),1
booyow,1
"kit,",1
mentor,1
A-K-A,1
"""Deep",1
sike,1
(niggas),1
reasons,1
ditchin,1
Case,1
grocery,1
"Raider,",1
(Wooh!,1
Menage,1
wussup,1
"hemisphere,",1
Sentinel,1
(whooo!),1
"L.A,",1
milkin,1
"tappin',",1
(going,1
"parties,",1
Jesus-calling,1
carrying,1
Doggy...who?,1
outsource,1
jacker,1
Critics,1
entitled,1
Cell,1
"rhythm,",1
"F-are-Double-E,",1
twirled,1
doozie,1
Setting,1
commissioner,1
hoodlum,1
8-gun,1
"Carmit,",1
heeb,1
woman?,1
like'em,1
dump-truck,1
"Ville,",1
"Cuh,",1
consensus,1
"pa,",1
Salta,1
"Trapping,",1
aqua-boogie.,1
captin,1
strainable,1
know'm,1
This!(Pimp,1
Indian,1
"Swag,",1
mystic,1
Doggfather's,1
pursued,1
hog-tied,1
grip?,1
rottweilers,1
(GO,1
KMI,1
luck),1
"propeller,",1
clicka,1
resist,1
touch-tone,1
"Sinister,",1
feigning,1
pussied,1
Centre,1
draino,1
regardless.,1
mistakin,1
L.T.,1
depend,1
Bugatti,1
summertime.,1
tees,1
phillies,1
realise?,1
lur,1
high?),1
Three-piece,1
"racks,",1
almamota,1
coolio's,1
"Timberwolves,",1
mamas,1
"Mashing,",1
(gap!),1
braw,1
KRS,1
"D-Lo,",1
"""NO,",1
Mo's,1
stylin',1
(Kokane],1
"louder,",1
"stolen,",1
triple-beams,1
flamin,1
hahahahaa,1
Italian,1
"""ehh""",1
"Uncle,",1
"Di,",1
"N-O-L-I-M-I-T,",1
locust,1
ho-in',1
tis,1
mind-state,1
handing,1
[Xzibit],1
fur,1
yella,1
"""Hi!""",1
(gon,1
"relevant,",1
(raw,1
"b'ness"",",1
"Cripping,",1
rowdy;,1
bake.,1
Niggaa,1
Stealing,1
regret,1
"saber-tooth,",1
"parliament,",1
Splash,1
handy,1
index,1
"chronic.""",1
"stranger,",1
bellybutton,1
boss's,1
Dolemite,1
fall),1
"????,",1
baging,1
Strong,1
Coleone,1
"apperal,",1
provider,1
"Six-oh's,",1
zinger,1
macabre,1
"calls,",1
"Satisfiction,",1
"reputation,",1
honorable,1
[Jay-Z],1
"splitters,",1
bitches),1
"hype,",1
Whipping,1
"Tisha,",1
"Cutthroats,",1
dey,1
Crack-a-lacking,1
(lockin',1
Re-shape,1
trotters,1
projectile,1
honeycomb,1
come-up,1
Wanted,1
Swimmin',1
Explode,1
leapin,1
Helen,1
"spittin,",1
Sac-Town,1
"Clubs,",1
빠라삐리뽀,1
Ner-io,1
kay,1
"Valley,",1
relapse,1
Deluxe,1
blind),1
bomb-beeda,1
PJ,1
ju,1
Results,1
"Tasha,",1
answer.,1
Baghdad,1
sermon,1
city?,1
busines,1
wily,1
wozey,1
MOTHERF*CKER!,1
stride,1
lasting,1
unexplainable,1
C.O.'s,1
brookfield,1
clutching,1
exceed,1
"Imaxipated,concentrated,debated",1
senses,1
(fool),1
"D.P.G.,",1
Locin,1
Connecticut.,1
[Girl]:,1
twerk,1
G.P.,1
Wales,1
practically,1
CAL,1
questions.,1
"Vincent,",1
Motivating,1
8-Jun,1
"craps,",1
"Me""",1
Serina,1
"Australia,",1
"parents,",1
꾀꼬리,1
LB-B.S,1
Spendin,1
"coka,",1
ma',1
(ahh,1
judged,1
"Wayne,",1
operatin',1
tracy,1
day',1
sneaks,1
prostitutes,1
freak-ah,1
How's,1
"Lootchie,",1
"sentence,",1
"youngin',",1
clacking,1
Crip-a-lat'n,1
Superhero),1
ba-da-boom,1
"crashed,",1
'g',1
'see,1
Askin',1
amny,1
"totin',",1
Disturbing,1
eighty-two,1
spins,1
"Jurassic,",1
stil,1
"'uhh',",1
oral,1
15-0-5,1
(Tear,1
"sweets,",1
devoured,1
ce,1
"Keshia,",1
Shakin,1
Heineken,1
Fox(?),1
gravity,1
"BI,",1
Bin,1
earthquake,1
look-a-day,1
Fest,1
"account,",1
"(?brings,",1
sizza,1
whitey,1
yeaaaahhhhhh,1
magnificent,1
Stood,1
crappy,1
fold?,1
"OZ,",1
squirt,1
Kap,1
Itial],1
defies,1
Hoody-hoo!,1
hoeI'm,1
Gooshie-gooshie-moshie-mooshie-push,1
skills.,1
downlow,1
HD,1
streaking,1
"leadership,",1
"chances,",1
Kenny,1
"solver,",1
"Philly,",1
"garbage,",1
"lightweight,",1
short's,1
reminded,1
pupil,1
cam,1
messages,1
Fairfax,1
bouncin?,1
la.,1
Partially,1
Romantic,1
bicks,1
내일의,1
sucka(bitch,1
Two-step,1
indistry,1
atcha,1
"C'mere,",1
Chicks,1
begin!),1
"gripping,",1
Stones,1
mercedes,1
"gaff,",1
decay,1
slacked,1
tidy,1
Celtics,1
"nickel,",1
gangsta(gangsta),1
"years),",1
burn.,1
"hoo-bangin',",1
achieve,1
"Dub,",1
(wintertime),1
gagged,1
"calling,",1
"hurting,",1
"wanting,",1
"hitter,",1
Hourglass,1
sometimes),1
underage,1
astounding,1
brotha',1
