artist,song,lyrics
___I'm an MC with lyrics that's tha f*ckin bom-bay
___Ya got dissed, that's before it's ingest like balmay
___My rhymes, I leave a mark on ya mind
___As the deadly vibes spread through ya head like sand pine
___There's no escape, nah I ain't blastin
___I use my mental to assassinate assassin's for those askin
___Opposed to laughin, raw maniacal villain
___Laughter enhances the chances of tha killin
___Why is that? 'cause smilin faces decieve
___You best believe, to MC's I'm the deadliest disease
___My thoughts rip ya throat and make it hard to breathe
___Ya whole camp's under siege, and I'm Jason Vorhees
___In the heat of the night is when I defeat and ignite mikes
___My verbal snipe, your vocab on site
___I'm out tha cut, uncut and raw with no clause for all
___So all my rhymes hit and split tha bricks on the wall
___Ya already have an idea about tha superior sphere
___The greater rhyme creator on both sides of tha equator
___I rock from here to there, to Philly and back
___To LA on the spot where I rock and bust like straps
___As your views get overshadowed when you come in contact
___Beware, set and prepare to enter verbal combat
___
___Verse Four: Method Man
___F*ck you losers, while you fake jacks I makes maneuvers
___like Hitler, stickin up [jews] wit german [lugers]
___The Mr. Meth-Tical from Staten Isle
___Will be back after this mess-age don't touch tha dial
___Rarely do you see an MC out for justice
___Got my gun powder and my musket -- blaooow!!
___Melons get swellings, I paint mental pictures like Magellen
___Half of my Clan's three deep felons
___n*ggaz best protect they joints for Nine-Nickel
___Man I stay on point like icicles
___Now who want to test Tical then touch Tical
___All up in your motherf*ckin mouth
___Head banger boogie
___Catch me on tour with Al Doogie
___Method Man roll too tight, you can pull me
___Better take one and pass or that's that ass
___Your vital statistics are low and fallin fast
___Johnny Blaze out to get loot like Johnny Cash
___Play a game of Russian Roulette and have a blast
___
___Verse Five: Redman
___Aiyyo, lyrical gas spittin tha criminal tactics
___Non-believers get my dick and genitals backwards
___Let's face it, there's no replacement
___Taste this, mad underground basement, shit I'm laced with
___Avalanche on ya whole camp when I'm splifted
___Funk Doctor who? Spock bitch don't get it twisted
___I got connects like Federal Express
___to get the fresh package of bless, tha dogs can't fetch
___Got the clear spot from tha rear block
___to bust til every n*gga here drop, men I fear not
___Hold ya nose and blow out til ya ears pop
___Since ya crew suit you to shift now you claim that you get's lot
___With, this underground cannabis
___I'm dangerous like John the bomb analyst
___Then proceeds like keys
___My degrees freeze consecutively like EPMD LP's
___Lick off a shot and hit ya fam by mistake
___So I erase the whole front row at the wake
___I planned my escape in case jake or a snake bust it
___I'm the one pushin the hearse in the first place
___Confidence for you shaky ass folks
___Pump for Rockafella for the day he got smoked
___choke, off this anecdote got you ope
___Get roast, by my lyrics Billy Dee .45 Coly 
___And I'm out for nine nickel [INS tha rebels]
___[West, list this, this, this...]"

Tupac+Shakur,Heartz of Men,"Ah, Suge what did I tell you n*gga, 
___When I come out of jail what was I gonna do 
___I was gonna start diggin' into these n*ggas chest, right 
___Watch this, hey Quik let me see them binoculars, n*gga 
___Them binoculars 
___
___Ha ha ha ha, yeah n*gga time to ride 
___Grab your bullet proof vest n*gga 
___'Cause its gonna be a long one 
___Now me and Quik gonna tell you n*ggas 
___How its like on this side 
___The real side 
___Now on this ride its gonna be some real mutha-f*ckas 
___And there is gonna be some pussys 
___Now the real n*ggas are gonna be the ones with 
___Money and bitches 
___The pussys are gonna be the n*ggas 
___On the floor bleeding 
___Now everybody keep your eyes on the prize 
___'Cause the ride gets tricky 
___See you got some n*ggas on your side 
___That say they your friends But in real life they your enemies 
___And then you got some mutha-f*ckas that say they your enemies 
___But in real life they eyes is on your money 
___See the enemies say the truth 
___But in real life those n*ggas will be the snitches 
___Its a dirty game y'all 
___Y'all got ta be careful about who you f*ck with 
___And who you don't f*ck with 
___'Cause the shit get wild y'all 
___Keep your mind on your riches, Baby 
___Keep your mind on your riches 
___
___9-1-1 its a emergency cowards tried to murder me 
___From the hood to the 'burbs, everyone of you n*ggas heard of me 
___Shit I'm legendary n*ggas scary and paralyzed 
___Nothing more I despise than a liar and cowards die 
___My mama told me When I was to see 
___Just a vicious mutha f*cker while these devils left me free 
___I proceed to make them shiver when I deliver 
___Criminal lyrics from a world wide mob figure 
___Thug n*ggas from everywhere Mr. Makaveli 
___n*ggas is waiting for some thug shit that's what they tell me 
___So many rumors but I'm infinite Immortal Outlaw 
___Switching up on you ordinary bitches 
___Like the south bore you bit less 
___And every breath I breathe until the moment I'm deceased 
___Will be another moment ballin' as a G 
___I rip the crowd then I start again 
___Internally I live in sin until the moment 
___That they let me breathe again 
___The heartz of men 
___
___The Heartz of Men 
___My lyrical verge with so much pain that 
___To some n*ggas it hurts My guns bust 
___And if you ain't one of us it gets worse 
___Bitch n*ggas get their eyes swoll and fly mode 
___I'm an homicidal outlaw and five-o get your lights on 
___Fight long, tonights gonna be a f*cking fight so we might roll 
___My own homies saying I'm heart less 
___But I'm a G to this 'til the day I'm gone that's regardless 
___Drive-by and n*ggas bow down 
___I thought I'd rot in jail, paid bail, well n*ggas out now 
___Throw up your hands if your thugged out 
___First n*gga act up first n*gga getting drugged out 
___I can be a villain if yeah let me 
___I'll Mutha f*ck yeah if yeah too upset me 
___Tell the cops to come and get me 
___Rip the crowd like a phone number 
___Start again, don't have no mutha f*ckin' friends n*gga 
___Look inside the heartz of men 
___
___In The Heartz of Men 
___In The Heartz of Men 
___
___To all me n*ggas engaged in making money in the fifty states 
___Keep your mind on your chips and f*ck a punk bitch 
___No longer living in fear my pistol close in hand 
___Convinced this is my year like I'm the chosen man 
___Give me my money and label me as a Don 
___If n*ggas is having problems smoke fire and bomb them 
___I died and came back, 
___I hustle with these lyrics as if its a game of crack 
___Thugishness is in my spirit 
___I'm lost and not knowing scar'd up but still flowing 
___Energized and still going 
___Uh, can it be fate that makes a sick mutha f*cka break 
___On these jealous ass coward 'cause they evil and fake 
___What will it take? 
___Give me that bass line I'm feeling bombed 
___Deathrow baby don't be alarmed 
___The homie Quik gave a n*gga beat and let me start again 
___Represent cause I've been sent 
___The heartz of men"

Tupac+Shakur,Heaven Ain't Hard 2 Find,"(Tupac Talking)
___Heaven ain't hard to find
___(All you gotta do is look)
___
___(Tupac)
___Simply because you nervous, 
___let me start off with my conversation
___Hoping my information, eleviates the hesitiation
___I can see it clearly now
___catch you smiling through your frown
___I'm askin' Baby Boo are you down ?
___Although I know you've heard about my reputation 
___across the nation
___""Mr. I get around""
___My temptaion got me dripping wet 
___perspiration
___I'm activated by the moves your making
___Baby why you faking? strip naked get the love making
___See its all in your mind, so every time I sip a glass of wine
___I fantasize till that ass is mine
___Never gettin' but wanting, never touching but wishing
___A straight thug on a mission until I get what I'm missing
___Stop with the beeper, baby Listen,
___I know you're grown, but pay attention
___Let me hypnotize with my tongue kissen'
___This is a message to bomb bodies and all dimes
___Turn around one more time
___Heaven ain't hard to find
___
___Chorus
___(Heaveeen)
___Heaven ain't hard to find
___(Heaven ain't hard to find)
___
___Heaven ain't hard to find
___Infact you can have it just have faith
___Just like a little kid, still believing in magic
___It takes a lot of scarifice 
___with all the lonely nights on tour
___I need somebody I can trust in my life
___Let me apply the brakes 
___baby you're moving to fast
___My conversations are getting deeper, but first let me ask 
___Are you afraid of a thug ? 
___and have you ever made love with 
___candles and bubbles sipping in your tub
___Touch me and let me activate your blood pressure
___This Thug Passion 
___help the average man love better
___Picture me naked and glistening beneath the moonlight mist
___Take a shot of that alazhay 
___come give me a kiss
___And maybe we can be better friends 
___perhaps we'll be closer
___I'll be the thug in your life
___baby and you'll be my soulja
___And I know it takes some time
___And you got a lot of questions on your mind
___But relax, in due time
___Heaven Ain't Hard to Find
___
___Chorus
___(Heaveeen)
___Heaven ain't hard to find
___(Heaven ain't hard to find)
___
___You think we all dogs, 
___that's why you cautious when I approached you
___Been talking since you arrived, but not a word is spoken
___Through my eye contact, I wink and you respond back
___Look at me 
___what's all that ? Huh
___its like the closer you get, Baby the quicker I'm speaking
___I got a flight out Chicago, lets kick it this weekend
___I'm sipping Heneesee and coke 
___tho' addicted to weed smoke
___I'm fiendin' for your body even mo'
___Oh god help me identify me truest thoughts
___your hidden motives full of passion who would of thought
___Come hollar at me baby, love me for my thug nature
___Far from a playa hater, label me a money maker
___Straight heart breaker
___Baby we can be friends 
___I can soup you in my Benz 
___we'll ride 
___I'll let you floss it for your friends
___Once we begin 
___until the end, it gets better with time
___I'm makin' love to your mind baby
___Heaven ain't hard to find
___
___Chorus
___(Heaveeen)
___Heaven ain't hard to find
___(Heaven ain't hard to find)"

Tupac+Shakur,Holla at Me,"n*ggas out there jealous 'cause we be bailin' with Death Row___They try to playa hate___But they can't fade us tho'___We be mobbin' through the neighborhood, yeah___With that funky sound so funky___We be throwin' down______This goes out to you playa___You know you know who you are______Gotta be careful, can't let the evil of the money trap me___So when you see me n*gga___You better holla at me______Gotta be careful, can't let tha evil of the money trap me___So when you see me n*gga___You better holla at me______Gotta be careful, can't let the evil of the money trap me___So when you see me n*gga___You better holla at me______Are you confused?___You wonder how it feels to walk a mile inside the shoes___Of a n*gga who don't have a thing to loose___When me and you was homies___No one informed me it was all a scheme___You infiltrated my team and sold a n*ggas dreams___How could you do me like that?___I took your family in___I put some cash in your pocket___Made you a man again___And now you let the fear put your ass in a place___Complicated to escape, it's a fools fate___Without your word, you're a shell of a man___I lost respect for you n*gga___We can never be friends___I know I'm runnin' through your head now___What could you do, if it was up to you___I'd be dead now___I let the world know n*gga you a coward___You could never be live until you die___See the mothaf*ckin' bitch in your eye___Type of n*gga, that let the evil of the money trap me___When you see me n*gga___You better holla at me (holla at me)___Can't let the evil of the money trap me___So when you see me n*gga___You better holla at me______(You better beware where you lay___We better not find where you stay)______So I gotta be careful, can't let the evil of the money trap me___So when you see me n*gga, you better holla at me______(You better beware where you lay___We better not find where you stay)______Curious spittin' lyrics, on the verge of furious___I'm addicted to currency, n*gga that's why we're doin' this, I got set up___I surprised the n*ggas the way I got up and then___I hit the studio it's time to blow the block up___No hesitation this information got you contemplatin'___Heartbreakin' and eliminatin' with this conversation___Break him and let him see the face of a mental patient it's a celebration___Of my criminal elevation, more participation___I want members across the fifty states___We keep the nation anticipatin' until we break___Will I be great, is it my fate ?___To live the life of luxury, some n*ggas bought my tapes___So much jealousy it scares me___So be prepared 'cause only the strong survive___Life isn't fair (fair)___Probably never knew the way it feels to die___So you figure f*ck with me, I give that ass a try___n*gga, holla at me______Gotta be careful, can't let the evil of the money trap me___So when you see me n*gga___You better holla at me______You better beware where you lay___We better not find where you stay______Now I gotta be careful, can't let the evil of the money trap me___So when you see me n*gga___You better holla at me______You better beware where you lay___We better not find where you stay______I shoulda saw the signs, I was blinded___Criminal minds of a young black brotha doin' time___So many brothers framed in this dirty game___It's a shame, so much pressure on my brain, while she blame me___Secrets in the dark, only her and I know___Now I'm sittin' in the state pen, doin' time slow___Guess she made a bad decision, that got me livin'___Just like an animal, I'm caged up in state prison___My n*ggas dissin' 'cause___Hell have no fury like a woman scorn___A cemetery full of motherf*ckers got not knowin'___Picture my prophecy the cops are attacking me, on top of me___I'm runnin' from the coppers, but never let'em stop me 'cause I'm a soldier___Hell, ever since I was a little n*gga havin' fantasies of one day getting older___n*ggas is paranoid, trust a no no___Love is a mystery, f*ck the po po______Holla at me___So when you see me n*gga___You better holla at me______You better beware where you lay___We better not find where you stay______Gotta be careful, can't let the evil of the money trap me___So when you see me n*gga___You better holla at me______You better beware where you lay___We better not find where you stay______A n*gga gotta be careful, can't let the evil of the money trap me___So when you see me n*gga___You better holla at me______You better beware where you lay___We better not find where you stay______n*ggas out there jealous 'cause we be bailin' with Death Row___They try to playa hate___But they can't fade us tho'___We be mobbin' through the neighborhood___Yeah___With that funky sound (so funky)___We be throwin' down______Gotta be careful, can't let the evil of the money trap me___So when you see me n*gga___You better holla at me______You better beware where you lay___We better not find where you stay______Gotta be careful, can't let the evil of the money trap me___So when you see me n*gga___You better holla at me______You better beware where you lay___We better not find where you stay, oh oh______Oh! Oh no no no"

Tupac+Shakur,Holla at Me [DVD],"n*ggas out there jealous 'cause we be bailin' with Death Row
___They try to playa hate
___But they can't fade us tho'
___We be mobbin' through the neighborhood, yeah
___With that funky sound so funky
___We be throwin' down
___
___This goes out to you playa
___You know you know who you are
___
___Gotta be careful, can't let the evil of the money trap me
___So when you see me n*gga
___You better holla at me
___
___Gotta be careful, can't let tha evil of the money trap me
___So when you see me n*gga
___You better holla at me
___
___Gotta be careful, can't let the evil of the money trap me
___So when you see me n*gga
___You better holla at me 
___
___Are you confused?
___You wonder how it feels to walk a mile inside the shoes 
___Of a n*gga who don't have a thing to loose
___When me and you was homies
___No one informed me it was all a scheme
___You infiltrated my team and sold a n*ggas dreams
___How could you do me like that?
___I took your family in
___I put some cash in your pocket
___Made you a man again
___And now you let the fear put your ass in a place
___Complicated to escape, it's a fools fate
___Without your word, you're a shell of a man
___I lost respect for you n*gga
___We can never be friends
___I know I'm runnin' through your head now
___What could you do, if it was up to you
___I'd be dead now
___I let the world know n*gga you a coward
___You could never be live until you die
___See the mothaf*ckin' bitch in your eye
___Type of n*gga, that let the evil of the money trap me
___When you see me n*gga
___You better holla at me (holla at me)
___Can't let the evil of the money trap me
___So when you see me n*gga
___You better holla at me 
___
___(You better beware where you lay
___We better not find where you stay)
___
___So I gotta be careful, can't let the evil of the money trap me
___So when you see me n*gga, you better holla at me
___
___(You better beware where you lay
___We better not find where you stay) 
___
___Curious spittin' lyrics, on the verge of furious
___I'm addicted to currency, n*gga that's why we're doin' this, I got set up
___I surprised the n*ggas the way I got up and then
___I hit the studio it's time to blow the block up
___No hesitation this information got you contemplatin'
___Heartbreakin' and eliminatin' with this conversation
___Break him and let him see the face of a mental patient it's a celebration 
___Of my criminal elevation, more participation
___I want members across the fifty states
___We keep the nation anticipatin' until we break
___Will I be great, is it my fate ?
___To live the life of luxury, some n*ggas bought my tapes
___So much jealousy it scares me
___So be prepared 'cause only the strong survive
___Life isn't fair (fair)
___Probably never knew the way it feels to die
___So you figure f*ck with me, I give that ass a try
___n*gga, holla at me
___
___Gotta be careful, can't let the evil of the money trap me
___So when you see me n*gga
___You better holla at me
___
___You better beware where you lay
___We better not find where you stay
___
___Now I gotta be careful, can't let the evil of the money trap me
___So when you see me n*gga
___You better holla at me
___
___You better beware where you lay
___We better not find where you stay
___
___I shoulda saw the signs, I was blinded 
___Criminal minds of a young black brotha doin' time
___So many brothers framed in this dirty game
___It's a shame, so much pressure on my brain, while she blame me
___Secrets in the dark, only her and I know
___Now I'm sittin' in the state pen, doin' time slow 
___Guess she made a bad decision, that got me livin' 
___Just like an animal, I'm caged up in state prison
___My n*ggas dissin' 'cause 
___Hell have no fury like a woman scorn
___A cemetery full of motherf*ckers got not knowin'
___Picture my prophecy the cops are attacking me, on top of me
___I'm runnin' from the coppers, but never let'em stop me 'cause I'm a soldier
___Hell, ever since I was a little n*gga havin' fantasies of one day getting older
___n*ggas is paranoid, trust a no no
___Love is a mystery, f*ck the po po 
___
___Holla at me
___So when you see me n*gga
___You better holla at me
___
___You better beware where you lay
___We better not find where you stay
___
___Gotta be careful, can't let the evil of the money trap me
___So when you see me n*gga
___You better holla at me
___
___You better beware where you lay
___We better not find where you stay
___
___A n*gga gotta be careful, can't let the evil of the money trap me
___So when you see me n*gga
___You better holla at me
___
___You better beware where you lay
___We better not find where you stay
___
___n*ggas out there jealous 'cause we be bailin' with Death Row
___They try to playa hate
___But they can't fade us tho'
___We be mobbin' through the neighborhood
___Yeah
___With that funky sound (so funky)
___We be throwin' down
___
___Gotta be careful, can't let the evil of the money trap me
___So when you see me n*gga
___You better holla at me
___
___You better beware where you lay
___We better not find where you stay
___
___Gotta be careful, can't let the evil of the money trap me
___So when you see me n*gga
___You better holla at me
___
___You better beware where you lay
___We better not find where you stay, oh oh
___
___Oh! Oh no no no"

Tupac+Shakur,"How Do You Want Itw/ Jo Jo, K-Ci & JoJo","[KC and JoJo of Jodeci] 2X 
___How do you want it 
___How do you feel 
___Comin' up as a n*gga in tha cash game 
___Livin' in tha fast lane 
___I'm for real 
___
___(Tupac) 
___Love tha way you agrivate your hips 
___And push your ass out 
___Gotta n*gga wantin' 
___It's so bad 
___I'm about to pass out 
___Want to dig you 
___And I can't even lie about it 
___Baby just eleviate your cloths 
___Time to fly up out it 
___Catch you at a club 
___Oh shit, you got me fiendin' 
___Body talken shit to me 
___But I can't comprehend the meaning 
___Now if ya want to roll with me 
___Then here's ya chance 
___Doin 80 on tha freeway 
___Wait police, catch me if they can 
___Forgive me I'm a ridah 
___Still I'm just a simple man 
___All I want is money 
___F*ck tha fame 
___I'm a simple man 
___Mr. International 
___Playa with tha passport 
___Just like Alladin bitch 
___Get you anything you ask for 
___It's either him or me 
___Champagne, Hennessy 
___A favorite of my homies 
___When we floss on our enemies 
___Witness as we creep to a low speed 
___Peep what a ho need 
___Puff some more weed 
___Funk, ya don't need 
___Approachin' hochies with a passion 
___Been a long day 
___But I've been drivin' by attraction 
___In a strong way 
___Your body is bangin' 
___Baby I love it when ya flaunt it 
___Time to give it to daddy n*gga 
___Now tell me how you want it... 
___
___[KC and JoJo] 2X 
___How do you want it 
___How does it feel 
___Comin' up as a n*gga in tha cash game 
___Livin' in tha fast lane 
___I'm for real 
___
___(Tupac) 
___Tell me is it cool to f*ck ? 
___You think I come to talk 
___Am I a fool or what ? 
___Positions on tha floor 
___It's like erotic 
___Ironic 
___Cause I'm somewhat psychotic 
___I'm hitten' switches on bitches 
___Like I been fixed with hydraulics 
___Up and down like a roller coaster 
___Come up beside ya 
___I ain't quitin' till tha show is over 
___Cause I'm a ridah 
___In and out just like a robbery 
___I'll probably be a freak 
___And let you get ontop of me 
___Get her rockin' these 
___Nights full of Alazhay 
___A livin' legend 
___You ain't heard about these n*ggas played in cali days 
___Deloris Tucker 
___You's a muthaf*cker 
___Instead of tryin' to help a n*gga 
___You destroy a brotha 
___Worst than tha others 
___Bill Clinton 
___Mr. Bob Dole 
___You too old to understand tha way tha game is told 
___Your lame 
___So I gotta hit you with tha high facts 
___Won't someone listen ? 
___Makin' millions 
___n*ggas top that 
___They want to censor me 
___They ratha see me in a cell 
___Livin' in hell 
___With only a few of us to live to tell 
___Now everybody talken about us 
___I could give a f*ck 
___I'd be tha first one to bomb and cuss 
___n*gga tell me how you want it..... 
___
___[KC and JoJo] 2X 
___How do you want it 
___How do you feel 
___Comin' up as a n*gga in tha cash game 
___I'm livin' in tha fast lane 
___I'm for real 
___
___(Tupac) 
___Raised as a youth 
___Tell truth 
___I got tha scoop on how to get a bulletproof 
___Cause I jump on tha roof 
___Before I was a teenager 
___Mobile phone 
___Skypager 
___Game rules 
___I'm livin' major 
___My advasaries 
___Is lookin' worried 
___They paranoid of getten' buried 
___One of us gonna see tha cemetery 
___My only hope is survive 
___If I wish to stay alive 
___Getten' high 
___See tha demons in my eyes 
___Before I die 
___I want to live my life and ball 
___Make a couple million 
___And then I'm chillin' 
___Fade'm all 
___These taxs for me crossed up 
___With people tryin' ta sue me 
___Media is in my business 
___And they actin' like they know me 
___But I'ma mash out 
___Peel out 
___I'm murder quick 
___That's with the whip'n f*ckin' steel out 
___Yeah n*gga, it's some new shit 
___So better get up on it 
___When ya see me 
___Tell a n*gga how ya want it 
___How do you want it ? 
___
___[KC and JoJo] 8X 
___How do you want it 
___How does it feel 
___Comin' up as a n*gga in tha cash game 
___Livin' in tha fast lane 
___I'm for real"

Tupac+Shakur,I Ain't Mad at Chaw/ Danny Boy,"Change, shit
___I guess change is good for any of us
___Whatever it take for any of y'all n*ggas to get up out the hood
___Shit, I'm wit cha, I ain't mad at cha
___Got nuttin but love for ya, do your thing boy
___
___Yeah, all the homies that I ain't talk to in a while
___I'ma send this one out for y'all, kna' mean?
___'Cause I ain't mad at cha
___Heard y'all tearin' up shit out there, kickin' up dust
___Givin' a motherf*cker,
___Yeah, n*ggas, mad at cha
___'Cause I ain't mad at cha
___
___Now we was once two n*ggas of the same kind
___Quick to holla at a hoochie with the same line
___You was just a little smaller but you still rolled
___Got stretched to Y.A. and hit the hood swoll
___Member when you had a jheri curl didn't quite learn
___On the block, witcha glock, trippin off sherm
___Collect calls to the till, sayin' how ya changed
___Oh you a Muslim now, no more dope game
___Heard you might be comin' home, just got bail
___Wanna go to the Mosque, don't wanna chase tail
___I seems I lost my little homie he's a changed man
___Hit the pen and now no sinnin' is the game plan
___When I talk about money all you see is the struggle
___When I tell you I'm livin' large you tell me it's trouble
___Congratulation on the weddin', I hope your wife know
___She got a playa for life, and that's no bullshittin'
___I know we grew apart, you probably don't remember
___I used to fiend for your sister, but never went up in her
___And I can see us after school, we'd bomb!
___On the first motherf*cker with the wrong shit on
___Now the whole shit's changed, and we don't even kick it
___Got a big money scheme, and you ain't even with it
___Hmm, knew in my heart you was the same motherf*cker bad
___Go toe to toe when it's time for roll you got a brother's back
___And I can't even trip, 'cause I'm just laughin' at cha
___You tryin' hard to maintain, then go head
___'Cause I ain't mad at cha
___(Hmm) (I ain't mad at cha)
___
___I ain't, mad, at cha (I ain't mad at cha)
___I ain't, mad, at cha
___
___We used to be like distant cousins, fightin', playin' dozens
___Whole neighborhood buzzin', knowin', that we wasn't
___Used to catch us on the roof or behind the stairs
___I'm gettin' blitzed and I reminisce on all the times we shared
___Besides bumpin' n grindin' wasn't nothin' on our mind
___In time we learned to live a life of crime
___Rewind us back, to a time was much too young to know
___I caught a felony lovin the way the guns blow
___And even though we separated, you said that you'd wait
___Don't give nobody no coochie while I be locked up state
___I kiss my Mama goodbye, and wipe the tears from her lonely eyes
___Said I'll return but I gotta fight the fate's arrived
___Don't shed a tear, 'cause Mama I ain't happy here
___I'm through trial, no more smiles, for a couple years
___They got me goin' mad, I'm knockin' busters on they backs
___In my cell, thinkin, ""Hell, I know one day I'll be back""
___As soon as I touch down
___I told my girl I'll be there, so prepare, to get f*cked down
___The homies wanna kick it, but I'm just laughin' at cha
___'Cause youse a down ass bitch, and I ain't mad at cha
___
___I ain't, mad, at cha (I ain't mad at cha)
___I ain't, mad, at cha (A true down ass bitch, afund I ain't mad at cha)
___
___Well guess who's movin up, this n*gga's ballin' now
___Bitches be callin' to get it, hookers keep fallin' down
___He went from nothin' to lots, ten carots to rock
___Went from a nobody n*gga to the big, man on the block
___He's Mister local celebrity, addicted to move a key
___Most hated by enemy, escape in the luxury
___See, first you was our n*gga but you made it, so the choice is made
___Now we gotta slay you why you faded, in the younger days
___So full of pain while the weapons blaze
___Gettin' so high off that bomb hopin' we make it, to the better days
___'Cause crime pays, and in time,
___You'll find a rhyme'll blaze you'll feel the fire from the n*ggas in my younger days
___So many changed on me, so many tried to plot
___That I keep a glock beside my head, when will it stop?
___Til God return me to my essence
___'Cause even as a adolescents, I refuse to be a convalescent
___So many questions, and they ask me if I'm still down
___I moved up out of the ghetto, so I ain't real now?
___They got so much to say, but I'm just laughin' at cha
___You n*ggas just don't know, but I ain't mad at cha
___
___I ain't, mad at cha (and I ain't mad at cha)
___I ain't mad (hell nah I ain't mad at cha) at cha
___I ain't, mad at cha (and I ain't mad at cha)
___I ain't, mad at cha (I ain't mad at cha)
___I ain't, mad at cha, no
___I ain't mad at cha"

Tupac+Shakur,I Ain't Mad at Cha [DVD]w/ Danny Boy,"Change, shit
___I guess change is good for any of us
___Whatever it take for any of y'all n*ggas to get up out the hood
___Shit, I'm wit cha, I ain't mad at cha
___Got nuttin but love for ya, do your thing boy
___
___Yeah, all the homies that I ain't talk to in a while
___I'ma send this one out for y'all, kna' mean?
___'Cause I ain't mad at cha
___Heard y'all tearin' up shit out there, kickin' up dust
___Givin' a motherf*cker,
___Yeah, n*ggas, mad at cha
___'Cause I ain't mad at cha
___
___Now we was once two n*ggas of the same kind
___Quick to holla at a hoochie with the same line
___You was just a little smaller but you still rolled
___Got stretched to Y.A. and hit the hood swoll
___Member when you had a jheri curl didn't quite learn
___On the block, witcha glock, trippin off sherm
___Collect calls to the till, sayin' how ya changed
___Oh you a Muslim now, no more dope game
___Heard you might be comin' home, just got bail
___Wanna go to the Mosque, don't wanna chase tail
___I seems I lost my little homie he's a changed man
___Hit the pen and now no sinnin' is the game plan
___When I talk about money all you see is the struggle
___When I tell you I'm livin' large you tell me it's trouble
___Congratulation on the weddin', I hope your wife know
___She got a playa for life, and that's no bullshittin'
___I know we grew apart, you probably don't remember
___I used to fiend for your sister, but never went up in her
___And I can see us after school, we'd bomb!
___On the first motherf*cker with the wrong shit on
___Now the whole shit's changed, and we don't even kick it
___Got a big money scheme, and you ain't even with it
___Hmm, knew in my heart you was the same motherf*cker bad
___Go toe to toe when it's time for roll you got a brother's back
___And I can't even trip, 'cause I'm just laughin' at cha
___You tryin' hard to maintain, then go head
___'Cause I ain't mad at cha
___(Hmm) (I ain't mad at cha)
___
___I ain't, mad, at cha (I ain't mad at cha)
___I ain't, mad, at cha
___
___We used to be like distant cousins, fightin', playin' dozens
___Whole neighborhood buzzin', knowin', that we wasn't
___Used to catch us on the roof or behind the stairs
___I'm gettin' blitzed and I reminisce on all the times we shared
___Besides bumpin' n grindin' wasn't nothin' on our mind
___In time we learned to live a life of crime
___Rewind us back, to a time was much too young to know
___I caught a felony lovin the way the guns blow
___And even though we separated, you said that you'd wait
___Don't give nobody no coochie while I be locked up state
___I kiss my Mama goodbye, and wipe the tears from her lonely eyes
___Said I'll return but I gotta fight the fate's arrived
___Don't shed a tear, 'cause Mama I ain't happy here
___I'm through trial, no more smiles, for a couple years
___They got me goin' mad, I'm knockin' busters on they backs
___In my cell, thinkin, ""Hell, I know one day I'll be back""
___As soon as I touch down
___I told my girl I'll be there, so prepare, to get f*cked down
___The homies wanna kick it, but I'm just laughin' at cha
___'Cause youse a down ass bitch, and I ain't mad at cha
___
___I ain't, mad, at cha (I ain't mad at cha)
___I ain't, mad, at cha (A true down ass bitch, afund I ain't mad at cha)
___
___Well guess who's movin up, this n*gga's ballin' now
___Bitches be callin' to get it, hookers keep fallin' down
___He went from nothin' to lots, ten carots to rock
___Went from a nobody n*gga to the big, man on the block
___He's Mister local celebrity, addicted to move a key
___Most hated by enemy, escape in the luxury
___See, first you was our n*gga but you made it, so the choice is made
___Now we gotta slay you why you faded, in the younger days
___So full of pain while the weapons blaze
___Gettin' so high off that bomb hopin' we make it, to the better days
___'Cause crime pays, and in time,
___You'll find a rhyme'll blaze you'll feel the fire from the n*ggas in my younger days
___So many changed on me, so many tried to plot
___That I keep a glock beside my head, when will it stop?
___Til God return me to my essence
___'Cause even as a adolescents, I refuse to be a convalescent
___So many questions, and they ask me if I'm still down
___I moved up out of the ghetto, so I ain't real now?
___They got so much to say, but I'm just laughin' at cha
___You n*ggas just don't know, but I ain't mad at cha
___
___I ain't, mad at cha (and I ain't mad at cha)
___I ain't mad (hell nah I ain't mad at cha) at cha
___I ain't, mad at cha (and I ain't mad at cha)
___I ain't, mad at cha (I ain't mad at cha)
___I ain't, mad at cha, no
___I ain't mad at cha"

Tupac+Shakur,Life Goes On,"How many brothers fell victim to the streets?
___Rest in peace, young n*gga, there's a heaven for a G
___Be a lie if I told you that I never thought of death
___My n*ggas, we the last ones left, but life goes on
___How many brothers fell victim to the streets?
___Rest in peace, young n*gga, there's a heaven for a G
___Be a lie if I told you that I never thought of death
___My n*ggas, we the last ones left, but life goes on
___
___As I bail through the empty halls, breath stinkin' in my jaws
___Ring, ring, ring, quiet, y'all, incomin' call
___Plus this my homie from high school, he gettin' by
___It's time to bury another brother, nobody cry
___Life as a baller: alcohol and booty calls
___We used to do 'em as adolescents, do you recall?
___Raised as G's, loc'ed out, and blazed the weed
___Get on the roof, let's get smoked out, and blaze with me
___Two in the morning and we still high, assed out
___Screamin', ""Thug 'til I die!"" before I passed out
___But now that you're gone, I'm in the zone
___Thinkin' I don't wanna die all alone, but now you gone
___And all I got left are stinkin' memories
___I love them n*ggas to death, I'm drinkin' Hennessy
___While tryin' to make it last
___I drank a fifth for that ass when you passed, 'cause life goes on
___
___How many brothers fell victim to the streets?
